"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
9.273953231E0,3.233301640E-1,4.307080805E-2,9.842277527E0,9.847681169E0
9.276382970E0,3.257229924E-1,4.785645381E-2,9.847063065E0,9.852564981E0
9.278812762E0,3.305086195E-1,3.828516230E-2,9.842277527E0,9.847899706E0
9.281242502E0,3.209373355E-1,3.349951655E-2,9.842277527E0,9.847565684E0
9.283672293E0,3.161516786E-1,3.589234129E-2,9.844670296E0,9.849810829E0
9.286102033E0,3.185445070E-1,3.828516230E-2,9.842277527E0,9.847505434E0
9.288531825E0,3.161516786E-1,4.546362907E-2,9.844670296E0,9.849850357E0
9.290961616E0,3.257229924E-1,5.264209956E-2,9.849455833E0,9.854980815E0
9.293391356E0,3.281157911E-1,5.024927482E-2,9.839884758E0,9.845482061E0
9.295821095E0,3.209373355E-1,4.307080805E-2,9.837491989E0,9.842819947E0
9.298250887E0,3.209373355E-1,7.417750359E-2,9.844670296E0,9.850179506E0
9.300680679E0,3.329014480E-1,6.221338734E-2,9.854242325E0,9.860060125E0
9.303110418E0,3.305086195E-1,4.067798331E-2,9.854242325E0,9.859867263E0
9.305540210E0,3.281157911E-1,4.307080805E-2,9.856635094E0,9.862188927E0
9.307969950E0,3.281157911E-1,5.742774159E-2,9.854242325E0,9.859870674E0
9.310399741E0,3.329014480E-1,4.307080805E-2,9.837491989E0,9.843217315E0
9.312829481E0,3.233301640E-1,4.307080805E-2,9.847063065E0,9.852464082E0
9.315259273E0,3.113660514E-1,5.024927482E-2,9.844670296E0,9.849721166E0
9.317689012E0,3.065803945E-1,5.742774159E-2,9.837491989E0,9.842435579E0
9.320118804E0,3.065803945E-1,5.024927482E-2,9.844670296E0,9.849571044E0
9.322548595E0,3.233301640E-1,4.546362907E-2,9.835099220E0,9.840517568E0
9.324978335E0,3.329014480E-1,4.067798331E-2,9.842277527E0,9.847989896E0
9.327408127E0,3.185445070E-1,5.503492057E-2,9.844670296E0,9.849976278E0
9.329837866E0,3.089732230E-1,3.349951655E-2,9.847063065E0,9.851966183E0
9.332267658E0,3.376871049E-1,4.307080805E-2,9.842277527E0,9.848163006E0
9.334697398E0,3.185445070E-1,4.067798331E-2,9.839884758E0,9.845123532E0
9.337127189E0,3.257229924E-1,4.546362907E-2,9.835099220E0,9.840596480E0
9.339556929E0,3.233301640E-1,3.828516230E-2,9.839884758E0,9.845269940E0
9.341986720E0,3.257229924E-1,5.503492057E-2,9.851848602E0,9.857385312E0
9.344416460E0,3.257229924E-1,4.546362907E-2,9.837491989E0,9.842987913E0
9.346846252E0,3.233301640E-1,4.067798331E-2,9.839884758E0,9.845279536E0
9.349275991E0,3.329014480E-1,4.785645381E-2,9.832706451E0,9.838456676E0
9.351705783E0,3.281157911E-1,2.153540403E-2,9.839884758E0,9.845377382E0
9.354135575E0,3.185445070E-1,3.589234129E-2,9.849455833E0,9.854670927E0
9.356565314E0,3.305086195E-1,5.503492057E-2,9.842277527E0,9.847979067E0
9.358995106E0,3.424727321E-1,6.460621208E-2,9.835099220E0,9.841272184E0
9.361424845E0,3.424727321E-1,4.067798331E-2,9.839884758E0,9.845926788E0
9.363854637E0,3.305086195E-1,5.264209956E-2,9.842277527E0,9.847965986E0
9.366284377E0,3.305086195E-1,5.503492057E-2,9.849455833E0,9.855153221E0
9.368714168E0,3.233301640E-1,6.699903309E-2,9.844670296E0,9.850206317E0
9.371143908E0,3.137588799E-1,4.067798331E-2,9.830313683E0,9.835403725E0
9.373573700E0,3.113660514E-1,4.546362907E-2,9.827920914E0,9.832957096E0
9.376003439E0,3.161516786E-1,6.460621208E-2,9.827920914E0,9.833216937E0
9.378433231E0,3.185445070E-1,6.221338734E-2,9.847063065E0,9.852410472E0
9.380863023E0,3.257229924E-1,4.785645381E-2,9.847063065E0,9.852564981E0
9.383292762E0,3.329014480E-1,4.067798331E-2,9.837491989E0,9.843207135E0
9.385722554E0,3.281157911E-1,5.503492057E-2,9.844670296E0,9.850290455E0
9.388152293E0,3.376871049E-1,4.307080805E-2,9.839884758E0,9.845771667E0
9.390582085E0,3.376871049E-1,3.589234129E-2,9.839884758E0,9.845742882E0
9.393011825E0,3.137588799E-1,4.785645381E-2,9.827920914E0,9.833044511E0
9.395441616E0,3.209373355E-1,3.589234129E-2,9.832706451E0,9.838008192E0
9.397871356E0,3.257229924E-1,3.110669367E-2,9.839884758E0,9.845323517E0
9.400301148E0,3.352942765E-1,3.589234129E-2,9.837491989E0,9.843269739E0
9.402730887E0,3.281157911E-1,3.589234129E-2,9.839884758E0,9.845419254E0
9.405160679E0,3.233301640E-1,5.982056633E-2,9.842277527E0,9.847768672E0
9.407590418E0,3.329014480E-1,5.742774159E-2,9.844670296E0,9.850464687E0
9.410020210E0,3.233301640E-1,5.264209956E-2,9.839884758E0,9.845336238E0
9.412450002E0,3.089732230E-1,4.785645381E-2,9.827920914E0,9.832892971E0
9.414879741E0,3.281157911E-1,5.264209956E-2,9.832706451E0,9.838320351E0
9.417309533E0,3.209373355E-1,4.307080805E-2,9.837491989E0,9.842819947E0
9.419739273E0,3.185445070E-1,4.546362907E-2,9.835099220E0,9.840361488E0
9.422169064E0,3.137588799E-1,4.067798331E-2,9.837491989E0,9.842578319E0
9.424598804E0,3.305086195E-1,5.264209956E-2,9.842277527E0,9.847965986E0
9.427028595E0,3.233301640E-1,5.503492057E-2,9.849455833E0,9.854915091E0
9.429458335E0,3.065803945E-1,4.546362907E-2,9.854242325E0,9.859115086E0
9.431888127E0,3.017947674E-1,4.307080805E-2,9.847063065E0,9.851780863E0
9.434317866E0,3.257229924E-1,4.785645381E-2,9.847063065E0,9.852564981E0
9.436747658E0,3.257229924E-1,4.067798331E-2,9.839884758E0,9.845358410E0
9.439177398E0,3.209373355E-1,3.828516230E-2,9.847063065E0,9.852366088E0
9.441607189E0,3.424727321E-1,5.982056633E-2,9.844670296E0,9.850807038E0
9.444036929E0,3.376871049E-1,5.024927482E-2,9.849455833E0,9.855371012E0
9.446466720E0,3.137588799E-1,5.982056633E-2,9.847063065E0,9.852242087E0
9.448896512E0,3.185445070E-1,5.264209956E-2,9.854242325E0,9.859530090E0
9.451326252E0,3.137588799E-1,3.589234129E-2,9.842277527E0,9.847342779E0
9.453756043E0,3.257229924E-1,4.067798331E-2,9.842277527E0,9.847749849E0
9.456185783E0,3.257229924E-1,4.785645381E-2,9.849455833E0,9.854956414E0
9.458615575E0,3.161516786E-1,5.264209956E-2,9.842277527E0,9.847494605E0
9.461045314E0,3.161516786E-1,5.264209956E-2,9.837491989E0,9.842711604E0
9.463475106E0,3.209373355E-1,5.024927482E-2,9.844670296E0,9.850028375E0
9.465904845E0,3.161516786E-1,4.785645381E-2,9.844670296E0,9.849861692E0
9.468334637E0,3.233301640E-1,6.221338734E-2,9.847063065E0,9.852566361E0
9.470764377E0,3.185445070E-1,6.460621208E-2,9.863813400E0,9.869167106E0
9.473194168E0,3.185445070E-1,7.178468257E-2,9.856635094E0,9.862042335E0
9.475623908E0,3.185445070E-1,5.264209956E-2,9.844670296E0,9.849963199E0
9.478053700E0,3.209373355E-1,4.067798331E-2,9.847063065E0,9.852375676E0
9.480483491E0,3.305086195E-1,5.264209956E-2,9.847063065E0,9.852748760E0
9.482913231E0,3.185445070E-1,6.699903309E-2,9.847063065E0,9.852441853E0
9.485343023E0,3.281157911E-1,5.982056633E-2,9.842277527E0,9.847926959E0
9.487772762E0,3.209373355E-1,4.307080805E-2,9.844670296E0,9.849994371E0
9.490202554E0,3.233301640E-1,3.828516230E-2,9.842277527E0,9.847661401E0
9.492632293E0,3.233301640E-1,6.460621208E-2,9.837491989E0,9.843016052E0
9.495062085E0,3.185445070E-1,6.460621208E-2,9.851848602E0,9.857208806E0
9.497491825E0,3.065803945E-1,4.785645381E-2,9.856635094E0,9.861517994E0
9.499921616E0,3.185445070E-1,4.307080805E-2,9.839884758E0,9.845133709E0
9.502351356E0,3.257229924E-1,4.785645381E-2,9.849455833E0,9.854956414E0
9.504781148E0,3.305086195E-1,4.785645381E-2,9.844670296E0,9.850332960E0
9.507210939E0,3.209373355E-1,4.307080805E-2,9.844670296E0,9.849994371E0
9.509640679E0,3.257229924E-1,5.264209956E-2,9.842277527E0,9.847806536E0
9.512070470E0,3.448655605E-1,4.307080805E-2,9.835099220E0,9.841237931E0
9.514500210E0,3.305086195E-1,5.024927482E-2,9.839884758E0,9.845562096E0
9.516930002E0,3.281157911E-1,5.264209956E-2,9.837491989E0,9.843103159E0
9.519359741E0,3.209373355E-1,5.024927482E-2,9.825528145E0,9.830896657E0
9.521789533E0,3.113660514E-1,5.503492057E-2,9.837491989E0,9.842572138E0
9.524219273E0,3.137588799E-1,3.349951655E-2,9.844670296E0,9.849725889E0
9.526649064E0,2.970091105E-1,1.914258115E-2,9.837491989E0,9.841993166E0
9.529078804E0,3.089732230E-1,2.392822690E-2,9.835099220E0,9.839980370E0
9.531508595E0,3.400799036E-1,4.785645381E-2,9.832706451E0,9.838702188E0
9.533938335E0,3.281157911E-1,4.307080805E-2,9.827920914E0,9.833490965E0
9.536368127E0,3.424727321E-1,4.546362907E-2,9.842277527E0,9.848339019E0
9.538797866E0,3.185445070E-1,5.742774159E-2,9.851848602E0,9.857164371E0
9.541227658E0,3.089732230E-1,5.024927482E-2,9.842277527E0,9.847254255E0
9.543657450E0,3.161516786E-1,4.785645381E-2,9.837491989E0,9.842687172E0
9.546087189E0,3.305086195E-1,5.742774159E-2,9.854242325E0,9.859950593E0
9.548516981E0,3.233301640E-1,4.785645381E-2,9.839884758E0,9.845311813E0
9.550946720E0,3.257229924E-1,4.546362907E-2,9.839884758E0,9.845379346E0
9.553376512E0,3.281157911E-1,3.828516230E-2,9.847063065E0,9.852602536E0
9.555806252E0,3.233301640E-1,3.349951655E-2,9.842277527E0,9.847643958E0
9.558236043E0,3.281157911E-1,5.264209956E-2,9.842277527E0,9.847885970E0
9.560665783E0,3.281157911E-1,4.785645381E-2,9.837491989E0,9.843078728E0
9.563095575E0,3.161516786E-1,2.871387079E-2,9.849455833E0,9.854570340E0
9.565525314E0,3.017947674E-1,3.589234129E-2,9.842277527E0,9.846968836E0
9.567955106E0,3.257229924E-1,3.110669367E-2,9.835099220E0,9.840540624E0
9.570384845E0,3.448655605E-1,3.110669367E-2,9.839884758E0,9.845975418E0
9.572814637E0,3.376871049E-1,3.349951655E-2,9.847063065E0,9.852908494E0
9.575244429E0,3.113660514E-1,3.828516230E-2,9.851848602E0,9.856842063E0
9.577674168E0,3.041875660E-1,5.742774159E-2,9.856635094E0,9.861494988E0
9.580103960E0,3.161516786E-1,4.307080805E-2,9.854242325E0,9.859406614E0
9.582533700E0,3.400799036E-1,2.871387079E-2,9.854242325E0,9.860150639E0
9.584963491E0,3.257229924E-1,4.546362907E-2,9.837491989E0,9.842987913E0
9.587393231E0,3.185445070E-1,4.546362907E-2,9.842277527E0,9.847535959E0
9.589823023E0,3.041875660E-1,3.828516230E-2,9.839884758E0,9.844659866E0
9.592252762E0,3.281157911E-1,5.264209956E-2,9.839884758E0,9.845494564E0
9.594682554E0,3.329014480E-1,5.024927482E-2,9.839884758E0,9.845642712E0
9.597112293E0,3.209373355E-1,5.264209956E-2,9.842277527E0,9.847649409E0
9.599542085E0,3.281157911E-1,3.589234129E-2,9.839884758E0,9.845419254E0
9.601971825E0,3.257229924E-1,6.221338734E-2,9.842277527E0,9.847862351E0
9.604401616E0,3.281157911E-1,4.067798331E-2,9.839884758E0,9.845437863E0
9.606831356E0,3.161516786E-1,5.503492057E-2,9.830313683E0,9.835550204E0
9.609261148E0,3.281157911E-1,5.264209956E-2,9.839884758E0,9.845494564E0
9.611690887E0,3.305086195E-1,3.349951655E-2,9.839884758E0,9.845490857E0
9.614120679E0,3.233301640E-1,4.785645381E-2,9.830313683E0,9.835746018E0
9.616550470E0,3.400799036E-1,6.460621208E-2,9.835099220E0,9.841189205E0
9.618980210E0,3.185445070E-1,6.221338734E-2,9.839884758E0,9.845236064E0
9.621410002E0,3.209373355E-1,6.699903309E-2,9.837491989E0,9.842953738E0
9.623839741E0,3.305086195E-1,4.785645381E-2,9.837491989E0,9.843158783E0
9.626269533E0,3.376871049E-1,5.982056633E-2,9.837491989E0,9.843467870E0
9.628699273E0,3.400799036E-1,5.264209956E-2,9.837491989E0,9.843509240E0
9.631129064E0,3.352942765E-1,5.024927482E-2,9.839884758E0,9.845723909E0
9.633558804E0,3.329014480E-1,6.460621208E-2,9.849455833E0,9.855291855E0
9.635988595E0,3.185445070E-1,5.982056633E-2,9.835099220E0,9.840438292E0
9.638418387E0,3.329014480E-1,4.067798331E-2,9.837491989E0,9.843207135E0
9.640848127E0,3.233301640E-1,2.392822690E-2,9.832706451E0,9.838050168E0
9.643277918E0,3.400799036E-1,3.589234129E-2,9.835099220E0,9.841042591E0
9.645707658E0,3.448655605E-1,1.914258115E-2,9.847063065E0,9.853118780E0
9.648137450E0,3.257229924E-1,1.674975827E-2,9.839884758E0,9.845288623E0
9.650567189E0,3.257229924E-1,2.632104978E-2,9.837491989E0,9.842918109E0
9.652996981E0,3.376871049E-1,4.785645381E-2,9.844670296E0,9.850576432E0
9.655426720E0,3.233301640E-1,4.546362907E-2,9.844670296E0,9.850083379E0
9.657856512E0,3.376871049E-1,5.024927482E-2,9.837491989E0,9.843414357E0
9.660286252E0,3.329014480E-1,4.785645381E-2,9.827920914E0,9.833673937E0
9.662716043E0,3.352942765E-1,6.221338734E-2,9.832706451E0,9.838618242E0
9.665145783E0,3.281157911E-1,5.742774159E-2,9.832706451E0,9.838347121E0
9.667575575E0,3.352942765E-1,2.153540403E-2,9.832706451E0,9.838445110E0
9.670005366E0,3.137588799E-1,3.589234129E-2,9.832706451E0,9.837776632E0
9.672435106E0,3.161516786E-1,5.024927482E-2,9.835099220E0,9.840307594E0
9.674864845E0,3.185445070E-1,4.546362907E-2,9.847063065E0,9.852318942E0
9.677294637E0,3.281157911E-1,5.503492057E-2,9.842277527E0,9.847899052E0
9.679724429E0,3.305086195E-1,5.742774159E-2,9.837491989E0,9.843209971E0
9.682154168E0,3.233301640E-1,4.546362907E-2,9.849455833E0,9.854866288E0
9.684583960E0,3.161516786E-1,5.024927482E-2,9.849455833E0,9.854656620E0
9.687013700E0,3.089732230E-1,5.264209956E-2,9.847063065E0,9.852049870E0
9.689443491E0,3.017947674E-1,5.742774159E-2,9.839884758E0,9.844679278E0
9.691873231E0,3.209373355E-1,5.264209956E-2,9.832706451E0,9.838083559E0
9.694303023E0,3.305086195E-1,3.110669367E-2,9.842277527E0,9.847874415E0
9.696732762E0,3.257229924E-1,5.503492057E-2,9.847063065E0,9.852602464E0
9.699162554E0,3.161516786E-1,5.742774159E-2,9.835099220E0,9.840346869E0
9.701592293E0,3.209373355E-1,5.264209956E-2,9.827920914E0,9.833300639E0
9.704022085E0,3.329014480E-1,5.742774159E-2,9.827920914E0,9.833725174E0
9.706451825E0,3.352942765E-1,5.982056633E-2,9.842277527E0,9.848168747E0
9.708881616E0,3.257229924E-1,6.939185411E-2,9.847063065E0,9.852693119E0
9.711311408E0,3.257229924E-1,5.264209956E-2,9.835099220E0,9.840632263E0
9.713741148E0,3.209373355E-1,3.589234129E-2,9.847063065E0,9.852357080E0
9.716170939E0,3.233301640E-1,5.024927482E-2,9.844670296E0,9.850106630E0
9.718600679E0,3.329014480E-1,5.503492057E-2,9.847063065E0,9.852842393E0
9.721030470E0,3.352942765E-1,5.264209956E-2,9.832706451E0,9.838562375E0
9.723460210E0,3.352942765E-1,5.264209956E-2,9.832706451E0,9.838562375E0
9.725890002E0,3.233301640E-1,5.264209956E-2,9.844670296E0,9.850119127E0
9.728319741E0,3.113660514E-1,5.982056633E-2,9.844670296E0,9.849774645E0
9.730749533E0,3.113660514E-1,5.982056633E-2,9.835099220E0,9.840208534E0
9.733179273E0,3.017947674E-1,5.264209956E-2,9.825528145E0,9.830302874E0
9.735609064E0,3.281157911E-1,4.067798331E-2,9.835099220E0,9.840655026E0
9.738038804E0,3.281157911E-1,2.632104978E-2,9.827920914E0,9.833431866E0
9.740468595E0,3.185445070E-1,2.871387079E-2,9.837491989E0,9.842689862E0
9.742898387E0,3.233301640E-1,4.067798331E-2,9.832706451E0,9.838105166E0
9.745328127E0,3.281157911E-1,4.307080805E-2,9.839884758E0,9.845448040E0
9.747757866E0,3.257229924E-1,5.742774159E-2,9.842277527E0,9.847833281E0
9.750187658E0,3.185445070E-1,5.264209956E-2,9.839884758E0,9.845180234E0
9.752617450E0,3.376871049E-1,5.024927482E-2,9.837491989E0,9.843414357E0
9.755047189E0,3.400799036E-1,4.067798331E-2,9.835099220E0,9.841061209E0
9.757476981E0,3.448655605E-1,5.982056633E-2,9.839884758E0,9.846108003E0
9.759906720E0,3.329014480E-1,4.785645381E-2,9.847063065E0,9.852804911E0
9.762336512E0,3.305086195E-1,6.221338734E-2,9.859027863E0,9.864762382E0
9.764766252E0,3.257229924E-1,6.221338734E-2,9.861420631E0,9.866994621E0
9.767196043E0,3.376871049E-1,4.307080805E-2,9.844670296E0,9.850554345E0
9.769625783E0,3.209373355E-1,4.067798331E-2,9.844670296E0,9.849984198E0
9.772055575E0,3.233301640E-1,4.546362907E-2,9.837491989E0,9.842909020E0
9.774485314E0,3.233301640E-1,3.110669367E-2,9.832706451E0,9.838070247E0
9.776915106E0,3.400799036E-1,5.024927482E-2,9.830313683E0,9.836322810E0
9.779344845E0,3.448655605E-1,4.307080805E-2,9.835099220E0,9.841237931E0
9.781774637E0,3.281157911E-1,5.024927482E-2,9.844670296E0,9.850264879E0
9.784204429E0,3.233301640E-1,3.589234129E-2,9.842277527E0,9.847652389E0
9.786634168E0,3.185445070E-1,3.589234129E-2,9.835099220E0,9.840321922E0
9.789063960E0,3.209373355E-1,2.632104978E-2,9.835099220E0,9.840369416E0
9.791493700E0,3.400799036E-1,2.871387079E-2,9.847063065E0,9.852975684E0
9.793923491E0,3.305086195E-1,2.392822690E-2,9.849455833E0,9.855028601E0
9.796353231E0,3.137588799E-1,3.110669367E-2,9.851848602E0,9.856892672E0
9.798783023E0,3.089732230E-1,3.349951655E-2,9.847063065E0,9.851966183E0
9.801212762E0,3.137588799E-1,2.632104978E-2,9.835099220E0,9.840137911E0
9.803642554E0,3.089732230E-1,3.589234129E-2,9.847063065E0,9.851974610E0
9.806072293E0,3.305086195E-1,4.307080805E-2,9.847063065E0,9.852702271E0
9.808502085E0,3.305086195E-1,3.589234129E-2,9.839884758E0,9.845499289E0
9.810931825E0,3.233301640E-1,3.110669367E-2,9.842277527E0,9.847636109E0
9.813361616E0,3.305086195E-1,5.024927482E-2,9.837491989E0,9.843170707E0
9.815791356E0,3.376871049E-1,4.307080805E-2,9.835099220E0,9.840988992E0
9.818221148E0,3.305086195E-1,3.828516230E-2,9.842277527E0,9.847899706E0
9.820650887E0,3.257229924E-1,4.307080805E-2,9.839884758E0,9.845368587E0
9.823080679E0,3.233301640E-1,5.024927482E-2,9.847063065E0,9.852498078E0
9.825510470E0,3.209373355E-1,3.589234129E-2,9.844670296E0,9.849965597E0
9.827940210E0,3.089732230E-1,6.221338734E-2,9.839884758E0,9.844931031E0
9.830370002E0,3.137588799E-1,5.982056633E-2,9.842277527E0,9.847459066E0
9.832799741E0,3.137588799E-1,5.503492057E-2,9.830313683E0,9.835473582E0
9.835229533E0,3.281157911E-1,4.546362907E-2,9.844670296E0,9.850241629E0
9.837659273E0,3.233301640E-1,5.264209956E-2,9.847063065E0,9.852510573E0
9.840089064E0,3.209373355E-1,5.264209956E-2,9.835099220E0,9.840475021E0
9.842518804E0,3.017947674E-1,5.024927482E-2,9.839884758E0,9.844640020E0
9.844948595E0,3.209373355E-1,3.828516230E-2,9.851848602E0,9.857149051E0
9.847378335E0,3.257229924E-1,4.546362907E-2,9.847063065E0,9.852553649E0
9.849808127E0,3.233301640E-1,5.024927482E-2,9.847063065E0,9.852498078E0
9.852237866E0,3.424727321E-1,5.264209956E-2,9.847063065E0,9.853157350E0
9.854667658E0,3.305086195E-1,4.785645381E-2,9.842277527E0,9.847941567E0
9.857097398E0,3.137588799E-1,4.785645381E-2,9.842277527E0,9.847393655E0
9.859527189E0,3.209373355E-1,4.546362907E-2,9.839884758E0,9.845222180E0
9.861956981E0,3.233301640E-1,5.503492057E-2,9.839884758E0,9.845349323E0
9.864386720E0,3.185445070E-1,6.221338734E-2,9.839884758E0,9.845236064E0
9.866816512E0,3.305086195E-1,3.828516230E-2,9.849455833E0,9.855073917E0
9.869246252E0,3.233301640E-1,3.110669367E-2,9.830313683E0,9.835678783E0
9.871676043E0,3.352942765E-1,4.785645381E-2,9.832706451E0,9.838537933E0
9.874105783E0,3.113660514E-1,3.828516230E-2,9.839884758E0,9.844884287E0
9.876535575E0,3.185445070E-1,4.067798331E-2,9.835099220E0,9.840340542E0
9.878965314E0,3.329014480E-1,4.067798331E-2,9.842277527E0,9.847989896E0
9.881395106E0,3.209373355E-1,4.785645381E-2,9.832706451E0,9.838059116E0
9.883824845E0,3.376871049E-1,4.546362907E-2,9.837491989E0,9.843391090E0
9.886254637E0,3.233301640E-1,6.221338734E-2,9.832706451E0,9.838217779E0
9.888684377E0,3.233301640E-1,2.632104978E-2,9.842277527E0,9.847622155E0
9.891114168E0,3.376871049E-1,2.153540403E-2,9.847063065E0,9.852875081E0
9.893543908E0,3.400799036E-1,5.503492057E-2,9.832706451E0,9.838739723E0
9.895973700E0,3.209373355E-1,4.307080805E-2,9.832706451E0,9.838037001E0
9.898403439E0,3.329014480E-1,3.589234129E-2,9.835099220E0,9.840797138E0
9.900833231E0,3.281157911E-1,3.828516230E-2,9.844670296E0,9.850211112E0
9.903262970E0,3.065803945E-1,3.349951655E-2,9.835099220E0,9.839933457E0
9.905692762E0,3.281157911E-1,4.067798331E-2,9.844670296E0,9.850220703E0
9.908122554E0,3.185445070E-1,4.785645381E-2,9.835099220E0,9.840372834E0
9.910552293E0,3.400799036E-1,5.264209956E-2,9.849455833E0,9.855465780E0
9.912982085E0,3.329014480E-1,5.503492057E-2,9.839884758E0,9.845668300E0
9.915411825E0,3.329014480E-1,5.024927482E-2,9.839884758E0,9.845642712E0
9.917841616E0,3.376871049E-1,4.067798331E-2,9.830313683E0,9.836196133E0
9.920271356E0,3.185445070E-1,1.674975827E-2,9.842277527E0,9.847445256E0
9.922701148E0,3.161516786E-1,3.110669367E-2,9.849455833E0,9.854577603E0
9.925130887E0,3.281157911E-1,3.589234129E-2,9.835099220E0,9.840636408E0
9.927560679E0,3.233301640E-1,3.349951655E-2,9.842277527E0,9.847643958E0
9.929990418E0,3.305086195E-1,5.503492057E-2,9.847063065E0,9.852761836E0
9.932420210E0,3.329014480E-1,5.024927482E-2,9.844670296E0,9.850425452E0
9.934850002E0,3.376871049E-1,4.785645381E-2,9.844670296E0,9.850576432E0
9.937279741E0,3.352942765E-1,3.589234129E-2,9.844670296E0,9.850443835E0
9.939709533E0,3.352942765E-1,4.307080805E-2,9.849455833E0,9.855255327E0
9.942139273E0,3.352942765E-1,5.024927482E-2,9.844670296E0,9.850506610E0
9.944569064E0,3.233301640E-1,4.067798331E-2,9.842277527E0,9.847670994E0
9.946998804E0,3.041875660E-1,4.307080805E-2,9.844670296E0,9.849462848E0
9.949428595E0,3.233301640E-1,5.742774159E-2,9.847063065E0,9.852537305E0
9.951858335E0,3.257229924E-1,3.349951655E-2,9.835099220E0,9.840548479E0
9.954288127E0,3.137588799E-1,3.828516230E-2,9.832706451E0,9.837785653E0
9.956717866E0,3.257229924E-1,4.067798331E-2,9.851848602E0,9.857315611E0
9.959147658E0,3.329014480E-1,5.024927482E-2,9.835099220E0,9.840859974E0
9.961577398E0,3.329014480E-1,3.349951655E-2,9.835099220E0,9.840788701E0
9.964007189E0,3.257229924E-1,4.307080805E-2,9.842277527E0,9.847760023E0
9.966436929E0,3.233301640E-1,5.982056633E-2,9.849455833E0,9.854942979E0
9.968866720E0,3.233301640E-1,5.024927482E-2,9.851848602E0,9.857280977E0
9.971296460E0,3.233301640E-1,5.982056633E-2,9.844670296E0,9.850160107E0
9.973726252E0,3.065803945E-1,4.785645381E-2,9.851848602E0,9.856733874E0
9.976156043E0,3.233301640E-1,5.264209956E-2,9.851848602E0,9.857293466E0
9.978585783E0,3.281157911E-1,6.699903309E-2,9.837491989E0,9.843190412E0
9.981015575E0,3.185445070E-1,4.546362907E-2,9.837491989E0,9.842752978E0
9.983445314E0,3.233301640E-1,3.589234129E-2,9.835099220E0,9.840478003E0
9.985875054E0,3.257229924E-1,5.264209956E-2,9.832706451E0,9.838240840E0
9.988304845E0,3.161516786E-1,5.264209956E-2,9.842277527E0,9.847494605E0
9.990734637E0,3.257229924E-1,3.349951655E-2,9.842277527E0,9.847722813E0
9.993164377E0,3.281157911E-1,4.546362907E-2,9.839884758E0,9.845458799E0
9.995594168E0,3.281157911E-1,4.307080805E-2,9.844670296E0,9.850230875E0
9.998023908E0,3.305086195E-1,3.828516230E-2,9.849455833E0,9.855073917E0
1.000045370E1,3.281157911E-1,4.546362907E-2,9.849455833E0,9.855024461E0
1.000288344E1,3.281157911E-1,5.264209956E-2,9.837491989E0,9.843103159E0
1.000531323E1,3.233301640E-1,4.546362907E-2,9.851848602E0,9.857257743E0
1.000774297E1,3.305086195E-1,4.546362907E-2,9.842277527E0,9.847930229E0
1.001017276E1,3.305086195E-1,5.264209956E-2,9.830313683E0,9.836009060E0
1.001260250E1,3.257229924E-1,4.785645381E-2,9.832706451E0,9.838216397E0
1.001503229E1,3.305086195E-1,6.460621208E-2,9.839884758E0,9.845645838E0
1.001746208E1,3.400799036E-1,5.503492057E-2,9.830313683E0,9.836348422E0
1.001989182E1,3.329014480E-1,5.503492057E-2,9.835099220E0,9.840885574E0
1.002232162E1,3.137588799E-1,3.110669367E-2,9.830313683E0,9.835368796E0
1.002475136E1,3.185445070E-1,2.153540403E-2,9.835099220E0,9.840280029E0
1.002718115E1,3.281157911E-1,4.785645381E-2,9.837491989E0,9.843078728E0
1.002961089E1,3.233301640E-1,4.067798331E-2,9.842277527E0,9.847670994E0
1.003204068E1,3.161516786E-1,5.742774159E-2,9.832706451E0,9.837955376E0
1.003447042E1,3.185445070E-1,5.503492057E-2,9.830313683E0,9.835627410E0
1.003690021E1,3.161516786E-1,5.503492057E-2,9.835099220E0,9.840333196E0
1.003932995E1,3.137588799E-1,3.589234129E-2,9.832706451E0,9.837776632E0
1.004175974E1,3.209373355E-1,3.110669367E-2,9.832706451E0,9.837991897E0
1.004418948E1,3.161516786E-1,4.785645381E-2,9.851848602E0,9.857036218E0
1.004661927E1,3.185445070E-1,5.503492057E-2,9.856635094E0,9.861934639E0
1.004904901E1,3.161516786E-1,3.589234129E-2,9.837491989E0,9.842636272E0
1.005147880E1,3.209373355E-1,2.153540403E-2,9.839884758E0,9.845140761E0
1.005390854E1,3.305086195E-1,5.024927482E-2,9.847063065E0,9.852736266E0
1.005633834E1,3.329014480E-1,4.546362907E-2,9.847063065E0,9.852793579E0
1.005876808E1,3.424727321E-1,5.264209956E-2,9.844670296E0,9.850766061E0
1.006119787E1,3.352942765E-1,5.982056633E-2,9.835099220E0,9.840994738E0
1.006362766E1,3.329014480E-1,4.785645381E-2,9.832706451E0,9.838456676E0
1.006605740E1,3.281157911E-1,4.546362907E-2,9.835099220E0,9.840675972E0
1.006848719E1,3.257229924E-1,5.742774159E-2,9.842277527E0,9.847833281E0
1.007091693E1,3.185445070E-1,4.307080805E-2,9.835099220E0,9.840350724E0
1.007334672E1,3.209373355E-1,2.632104978E-2,9.835099220E0,9.840369416E0
1.007577646E1,3.233301640E-1,3.349951655E-2,9.842277527E0,9.847643958E0
