"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.602868335E0,3.305086195E-1,5.982056633E-2,9.842277527E0,9.848006974E0
3.605298127E0,3.209373355E-1,4.307080805E-2,9.844670296E0,9.849994371E0
3.607727918E0,3.113660514E-1,3.828516230E-2,9.842277527E0,9.847275841E0
3.610157658E0,3.113660514E-1,3.828516230E-2,9.844670296E0,9.849667396E0
3.612587450E0,3.352942765E-1,3.349951655E-2,9.844670296E0,9.850435407E0
3.615017189E0,3.352942765E-1,4.785645381E-2,9.849455833E0,9.855277404E0
3.617446981E0,3.376871049E-1,4.067798331E-2,9.856635094E0,9.862501845E0
3.619876773E0,3.257229924E-1,6.221338734E-2,9.851848602E0,9.857428004E0
3.622306512E0,3.281157911E-1,6.939185411E-2,9.847063065E0,9.852772513E0
3.624736304E0,3.209373355E-1,4.067798331E-2,9.839884758E0,9.845201243E0
3.627166095E0,3.305086195E-1,2.871387079E-2,9.839884758E0,9.845475737E0
3.629595835E0,3.209373355E-1,4.546362907E-2,9.823135376E0,9.828481893E0
3.632025627E0,3.041875660E-1,4.546362907E-2,9.837491989E0,9.842298799E0
3.634455418E0,3.257229924E-1,3.828516230E-2,9.847063065E0,9.852523140E0
3.636885210E0,3.257229924E-1,4.785645381E-2,9.839884758E0,9.845390686E0
3.639314950E0,3.400799036E-1,5.503492057E-2,9.839884758E0,9.845913631E0
3.641744741E0,3.233301640E-1,5.024927482E-2,9.847063065E0,9.852498078E0
3.644174481E0,3.305086195E-1,3.349951655E-2,9.847063065E0,9.852665079E0
3.646604273E0,3.352942765E-1,2.632104978E-2,9.844670296E0,9.850413610E0
3.649034064E0,3.424727321E-1,3.828516230E-2,9.856635094E0,9.862657284E0
3.651463856E0,3.329014480E-1,2.871387079E-2,9.861420631E0,9.867079848E0
3.653893595E0,3.233301640E-1,3.349951655E-2,9.856635094E0,9.861993712E0
3.656323387E0,3.352942765E-1,4.546362907E-2,9.844670296E0,9.850483360E0
3.658753179E0,3.329014480E-1,3.110669367E-2,9.830313683E0,9.835998073E0
3.661182918E0,3.257229924E-1,3.589234129E-2,9.837491989E0,9.842948357E0
3.663612710E0,3.376871049E-1,4.067798331E-2,9.851848602E0,9.857718203E0
3.666042502E0,3.352942765E-1,3.589234129E-2,9.839884758E0,9.845661103E0
3.668472241E0,3.209373355E-1,3.110669367E-2,9.832706451E0,9.837991897E0
3.670902033E0,3.209373355E-1,4.546362907E-2,9.844670296E0,9.850005124E0
3.673331825E0,3.281157911E-1,5.982056633E-2,9.847063065E0,9.852709753E0
3.675761564E0,3.233301640E-1,3.828516230E-2,9.847063065E0,9.852444323E0
3.678191356E0,3.352942765E-1,3.828516230E-2,9.837491989E0,9.843278755E0
3.680621148E0,3.329014480E-1,5.024927482E-2,9.837491989E0,9.843251343E0
3.683050887E0,3.400799036E-1,4.546362907E-2,9.844670296E0,9.850647416E0
3.685480679E0,3.329014480E-1,4.546362907E-2,9.835099220E0,9.840836702E0
3.687910470E0,3.257229924E-1,3.349951655E-2,9.851848602E0,9.857288601E0
3.690340210E0,3.209373355E-1,5.503492057E-2,9.835099220E0,9.840488112E0
3.692770002E0,3.233301640E-1,3.828516230E-2,9.835099220E0,9.840487022E0
3.695199793E0,3.281157911E-1,3.828516230E-2,9.839884758E0,9.845428268E0
3.697629533E0,3.257229924E-1,2.392822690E-2,9.851848602E0,9.857260720E0
3.700059325E0,3.185445070E-1,4.307080805E-2,9.854242325E0,9.859483632E0
3.702489116E0,3.113660514E-1,4.307080805E-2,9.847063065E0,9.852078710E0
3.704918856E0,3.065803945E-1,4.546362907E-2,9.835099220E0,9.839981461E0
3.707348648E0,3.137588799E-1,5.503492057E-2,9.830313683E0,9.835473582E0
3.709778439E0,3.281157911E-1,3.589234129E-2,9.837491989E0,9.843027830E0
3.712208179E0,3.113660514E-1,3.349951655E-2,9.837491989E0,9.842475282E0
3.714637970E0,3.161516786E-1,5.264209956E-2,9.837491989E0,9.842711604E0
3.717067762E0,3.257229924E-1,5.503492057E-2,9.842277527E0,9.847819618E0
3.719497502E0,3.281157911E-1,5.503492057E-2,9.835099220E0,9.840724846E0
3.721927293E0,3.113660514E-1,3.589234129E-2,9.832706451E0,9.837700607E0
3.724357085E0,3.137588799E-1,2.153540403E-2,9.832706451E0,9.837734727E0
3.726786877E0,3.329014480E-1,5.264209956E-2,9.835099220E0,9.840872484E0
3.729216616E0,3.233301640E-1,5.264209956E-2,9.847063065E0,9.852510573E0
3.731646408E0,3.281157911E-1,3.589234129E-2,9.827920914E0,9.833462143E0
3.734076148E0,3.424727321E-1,5.982056633E-2,9.839884758E0,9.846024483E0
3.736505939E0,3.448655605E-1,3.110669367E-2,9.842277527E0,9.848366707E0
3.738935731E0,3.376871049E-1,5.264209956E-2,9.842277527E0,9.848209517E0
3.741365523E0,3.185445070E-1,6.939185411E-2,9.839884758E0,9.845284043E0
3.743795262E0,3.281157911E-1,6.221338734E-2,9.847063065E0,9.852724571E0
3.746225054E0,3.161516786E-1,4.785645381E-2,9.849455833E0,9.854644709E0
3.748654793E0,3.281157911E-1,3.349951655E-2,9.849455833E0,9.854976530E0
3.751084585E0,3.281157911E-1,4.785645381E-2,9.851848602E0,9.857427205E0
3.753514377E0,3.185445070E-1,4.307080805E-2,9.847063065E0,9.852308191E0
3.755944116E0,3.209373355E-1,4.546362907E-2,9.837491989E0,9.842830708E0
3.758373908E0,3.185445070E-1,5.503492057E-2,9.847063065E0,9.852367758E0
3.760803700E0,3.185445070E-1,4.067798331E-2,9.849455833E0,9.854689519E0
3.763233439E0,3.448655605E-1,6.221338734E-2,9.849455833E0,9.855687849E0
3.765663231E0,3.281157911E-1,7.896314561E-2,9.847063065E0,9.852844571E0
3.768093023E0,3.281157911E-1,7.657032460E-2,9.835099220E0,9.840868847E0
3.770522762E0,3.257229924E-1,6.221338734E-2,9.839884758E0,9.845470940E0
3.772952554E0,3.041875660E-1,4.785645381E-2,9.842277527E0,9.847093339E0
3.775382345E0,3.137588799E-1,5.742774159E-2,9.847063065E0,9.852227848E0
3.777812137E0,3.305086195E-1,4.546362907E-2,9.851848602E0,9.857495816E0
3.780241877E0,3.400799036E-1,4.307080805E-2,9.851848602E0,9.857810625E0
3.782671668E0,3.161516786E-1,2.632104978E-2,9.842277527E0,9.847389075E0
3.785101460E0,3.185445070E-1,4.546362907E-2,9.847063065E0,9.852318942E0
3.787531200E0,3.185445070E-1,2.632104978E-2,9.847063065E0,9.852249205E0
3.789960991E0,3.305086195E-1,3.828516230E-2,9.842277527E0,9.847899706E0
3.792390783E0,3.305086195E-1,3.828516230E-2,9.832706451E0,9.838334100E0
3.794820523E0,3.281157911E-1,4.067798331E-2,9.854242325E0,9.859787344E0
3.797250314E0,3.161516786E-1,5.264209956E-2,9.847063065E0,9.852277608E0
3.799680106E0,3.424727321E-1,4.546362907E-2,9.847063065E0,9.853121613E0
3.802109845E0,3.305086195E-1,5.982056633E-2,9.856635094E0,9.862356200E0
3.804539637E0,3.281157911E-1,5.024927482E-2,9.859027863E0,9.864614303E0
3.806969429E0,3.137588799E-1,3.828516230E-2,9.851848602E0,9.856917940E0
3.809399168E0,3.209373355E-1,3.349951655E-2,9.844670296E0,9.849957169E0
3.811828960E0,3.281157911E-1,2.871387079E-2,9.844670296E0,9.850178561E0
3.814258752E0,3.472583890E-1,3.828516230E-2,9.851848602E0,9.858041135E0
3.816688491E0,3.352942765E-1,4.785645381E-2,9.866206169E0,9.872017862E0
3.819118283E0,3.352942765E-1,3.589234129E-2,9.839884758E0,9.845661103E0
3.821548075E0,3.185445070E-1,3.110669367E-2,9.837491989E0,9.842697134E0
3.823977814E0,3.329014480E-1,3.828516230E-2,9.842277527E0,9.847980303E0
3.826407606E0,3.305086195E-1,4.307080805E-2,9.849455833E0,9.855093671E0
3.828837398E0,3.233301640E-1,4.546362907E-2,9.847063065E0,9.852474833E0
3.831267137E0,3.185445070E-1,3.828516230E-2,9.856635094E0,9.861855390E0
3.833696929E0,3.305086195E-1,3.110669367E-2,9.849455833E0,9.855048645E0
3.836126720E0,3.281157911E-1,4.785645381E-2,9.847063065E0,9.852644377E0
3.838556460E0,3.137588799E-1,4.546362907E-2,9.847063065E0,9.852165375E0
3.840986252E0,3.137588799E-1,4.785645381E-2,9.842277527E0,9.847393655E0
3.843416043E0,3.281157911E-1,5.024927482E-2,9.837491989E0,9.843090653E0
3.845845783E0,3.281157911E-1,4.067798331E-2,9.842277527E0,9.847829283E0
3.848275575E0,3.329014480E-1,3.828516230E-2,9.839884758E0,9.845588920E0
3.850705366E0,3.376871049E-1,5.503492057E-2,9.837491989E0,9.843439951E0
3.853135106E0,3.352942765E-1,3.349951655E-2,9.847063065E0,9.852826775E0
3.855564898E0,3.329014480E-1,3.589234129E-2,9.847063065E0,9.852754063E0
3.857994689E0,3.209373355E-1,3.589234129E-2,9.851848602E0,9.857140047E0
3.860424429E0,3.113660514E-1,4.307080805E-2,9.844670296E0,9.849687160E0
3.862854220E0,3.257229924E-1,4.307080805E-2,9.844670296E0,9.850151460E0
3.865284012E0,3.400799036E-1,2.153540403E-2,9.839884758E0,9.845783370E0
3.867713752E0,3.496512175E-1,2.871387079E-2,9.837491989E0,9.843745684E0
3.870143543E0,3.352942765E-1,4.546362907E-2,9.847063065E0,9.852874717E0
3.872573335E0,3.352942765E-1,4.785645381E-2,9.854242325E0,9.860061069E0
3.875003075E0,3.305086195E-1,4.546362907E-2,9.847063065E0,9.852713022E0
3.877432866E0,3.281157911E-1,4.307080805E-2,9.844670296E0,9.850230875E0
3.879862658E0,3.352942765E-1,4.785645381E-2,9.837491989E0,9.843320635E0
3.882292398E0,3.352942765E-1,4.307080805E-2,9.854242325E0,9.860039003E0
3.884722189E0,3.376871049E-1,5.024927482E-2,9.849455833E0,9.855371012E0
3.887151981E0,3.281157911E-1,7.417750359E-2,9.849455833E0,9.855198754E0
3.889581720E0,3.137588799E-1,5.503492057E-2,9.854242325E0,9.859389701E0
3.892011512E0,3.257229924E-1,3.589234129E-2,9.856635094E0,9.862080871E0
3.894441252E0,3.209373355E-1,5.024927482E-2,9.849455833E0,9.854811311E0
3.896871043E0,3.137588799E-1,4.546362907E-2,9.839884758E0,9.844990789E0
3.899300835E0,3.233301640E-1,5.264209956E-2,9.844670296E0,9.850119127E0
3.901730627E0,3.376871049E-1,5.503492057E-2,9.847063065E0,9.853005248E0
3.904160366E0,3.281157911E-1,5.264209956E-2,9.842277527E0,9.847885970E0
3.906590158E0,3.137588799E-1,3.349951655E-2,9.854242325E0,9.859293010E0
3.909019950E0,3.257229924E-1,4.785645381E-2,9.827920914E0,9.833433540E0
3.911449689E0,3.281157911E-1,5.024927482E-2,9.839884758E0,9.845482061E0
3.913879481E0,3.281157911E-1,3.589234129E-2,9.842277527E0,9.847810678E0
3.916309273E0,3.257229924E-1,5.024927482E-2,9.849455833E0,9.854968324E0
3.918739012E0,3.257229924E-1,4.785645381E-2,9.849455833E0,9.854956414E0
3.921168804E0,3.185445070E-1,3.828516230E-2,9.856635094E0,9.861855390E0
3.923598595E0,3.041875660E-1,5.742774159E-2,9.842277527E0,9.847144507E0
3.926028335E0,3.113660514E-1,4.785645381E-2,9.832706451E0,9.837751533E0
3.928458127E0,3.257229924E-1,3.828516230E-2,9.842277527E0,9.847740255E0
3.930887866E0,3.424727321E-1,3.828516230E-2,9.851848602E0,9.857873716E0
3.933317658E0,3.376871049E-1,4.546362907E-2,9.837491989E0,9.843391090E0
3.935747450E0,3.185445070E-1,5.503492057E-2,9.835099220E0,9.840410363E0
3.938177241E0,3.185445070E-1,3.349951655E-2,9.837491989E0,9.842704987E0
3.940606981E0,3.113660514E-1,3.349951655E-2,9.835099220E0,9.840083725E0
3.943036773E0,3.041875660E-1,4.067798331E-2,9.839884758E0,9.844669462E0
3.945466512E0,3.209373355E-1,4.307080805E-2,9.849455833E0,9.854777323E0
3.947896304E0,3.209373355E-1,5.982056633E-2,9.849455833E0,9.854864763E0
3.950326095E0,3.233301640E-1,4.785645381E-2,9.854242325E0,9.859661477E0
3.952755887E0,3.089732230E-1,5.024927482E-2,9.842277527E0,9.847254255E0
3.955185627E0,3.185445070E-1,4.307080805E-2,9.847063065E0,9.852308191E0
3.957615418E0,3.017947674E-1,5.742774159E-2,9.856635094E0,9.861421469E0
3.960045210E0,2.922234535E-1,5.264209956E-2,9.844670296E0,9.849147119E0
3.962474950E0,3.017947674E-1,4.785645381E-2,9.839884758E0,9.844628097E0
3.964904741E0,3.209373355E-1,3.110669367E-2,9.842277527E0,9.847557835E0
3.967334533E0,3.257229924E-1,4.546362907E-2,9.854242325E0,9.859728911E0
3.969764273E0,3.185445070E-1,5.264209956E-2,9.832706451E0,9.838005791E0
3.972194064E0,3.209373355E-1,3.589234129E-2,9.839884758E0,9.845182633E0
3.974623856E0,3.137588799E-1,3.828516230E-2,9.835099220E0,9.840177186E0
3.977053595E0,3.041875660E-1,3.589234129E-2,9.827920914E0,9.832692806E0
3.979483387E0,3.305086195E-1,4.546362907E-2,9.825528145E0,9.831190478E0
3.981913127E0,3.400799036E-1,5.503492057E-2,9.837491989E0,9.843522328E0
3.984342918E0,3.209373355E-1,5.742774159E-2,9.835099220E0,9.840501786E0
3.986772710E0,3.137588799E-1,3.828516230E-2,9.827920914E0,9.833002587E0
3.989202502E0,3.376871049E-1,5.264209956E-2,9.842277527E0,9.848209517E0
3.991632241E0,3.472583890E-1,4.546362907E-2,9.847063065E0,9.853289112E0
3.994062033E0,3.400799036E-1,5.264209956E-2,9.851848602E0,9.857857090E0
3.996491773E0,3.041875660E-1,4.546362907E-2,9.849455833E0,9.854256808E0
3.998921564E0,2.994019389E-1,6.221338734E-2,9.837491989E0,9.842243680E0
4.001351356E0,3.233301640E-1,7.178468257E-2,9.837491989E0,9.843065786E0
4.003781095E0,3.233301640E-1,5.024927482E-2,9.849455833E0,9.854889528E0
4.006210887E0,3.352942765E-1,4.067798331E-2,9.844670296E0,9.850462435E0
4.008640679E0,3.400799036E-1,4.546362907E-2,9.832706451E0,9.838690840E0
4.011070418E0,3.520440459E-1,5.264209956E-2,9.844670296E0,9.851103463E0
4.013500210E0,3.520440459E-1,6.699903309E-2,9.854242325E0,9.860756344E0
4.015930002E0,3.352942765E-1,4.546362907E-2,9.847063065E0,9.852874717E0
4.018359741E0,3.233301640E-1,4.785645381E-2,9.847063065E0,9.852486165E0
4.020789533E0,3.113660514E-1,4.546362907E-2,9.842277527E0,9.847306366E0
4.023219325E0,3.257229924E-1,5.264209956E-2,9.839884758E0,9.845415111E0
4.025649064E0,3.257229924E-1,4.546362907E-2,9.818050385E0,9.823557185E0
4.028078856E0,3.352942765E-1,5.264209956E-2,9.835099220E0,9.840953720E0
4.030508648E0,3.352942765E-1,5.024927482E-2,9.844670296E0,9.850506610E0
4.032938387E0,3.281157911E-1,5.742774159E-2,9.847063065E0,9.852695515E0
4.035368179E0,3.305086195E-1,4.546362907E-2,9.837491989E0,9.843147440E0
4.037797970E0,3.448655605E-1,6.699903309E-2,9.835099220E0,9.841371744E0
4.040227710E0,3.352942765E-1,5.982056633E-2,9.854242325E0,9.860126396E0
4.042657502E0,3.209373355E-1,4.307080805E-2,9.851848602E0,9.857168800E0
4.045087293E0,3.161516786E-1,4.546362907E-2,9.844670296E0,9.849850357E0
4.047517033E0,3.305086195E-1,3.828516230E-2,9.854242325E0,9.859857681E0
4.049946825E0,3.520440459E-1,5.503492057E-2,9.854242325E0,9.860682312E0
4.052376616E0,3.352942765E-1,5.982056633E-2,9.854242325E0,9.860126396E0
4.054806356E0,3.161516786E-1,3.349951655E-2,9.851848602E0,9.856976970E0
4.057236148E0,3.281157911E-1,4.546362907E-2,9.844670296E0,9.850241629E0
4.059665939E0,3.305086195E-1,4.067798331E-2,9.839884758E0,9.845517899E0
4.062095679E0,3.329014480E-1,4.307080805E-2,9.832706451E0,9.838434562E0
4.064525470E0,3.185445070E-1,3.589234129E-2,9.849455833E0,9.854670927E0
4.066955262E0,3.257229924E-1,5.503492057E-2,9.837491989E0,9.843036775E0
4.069385002E0,3.257229924E-1,6.221338734E-2,9.837491989E0,9.843079529E0
4.071814793E0,3.257229924E-1,4.067798331E-2,9.847063065E0,9.852532728E0
4.074244585E0,3.089732230E-1,4.307080805E-2,9.835099220E0,9.840045540E0
4.076674325E0,3.209373355E-1,4.067798331E-2,9.842277527E0,9.847592720E0
4.079104116E0,3.376871049E-1,4.067798331E-2,9.844670296E0,9.850544173E0
4.081533908E0,3.305086195E-1,4.067798331E-2,9.827920914E0,9.833560908E0
4.083963648E0,3.281157911E-1,5.264209956E-2,9.837491989E0,9.843103159E0
4.086393439E0,3.281157911E-1,5.264209956E-2,9.854242325E0,9.859843962E0
4.088823231E0,3.352942765E-1,5.503492057E-2,9.844670296E0,9.850532185E0
4.091252970E0,3.472583890E-1,4.307080805E-2,9.847063065E0,9.853278362E0
4.093682762E0,3.281157911E-1,2.632104978E-2,9.839884758E0,9.845389013E0
4.096112554E0,3.305086195E-1,3.589234129E-2,9.842277527E0,9.847890694E0
4.098542293E0,3.281157911E-1,5.503492057E-2,9.851848602E0,9.857464669E0
4.100972085E0,3.305086195E-1,5.024927482E-2,9.844670296E0,9.850344876E0
4.103401825E0,3.185445070E-1,4.546362907E-2,9.844670296E0,9.849927450E0
4.105831616E0,3.257229924E-1,5.503492057E-2,9.839884758E0,9.845428196E0
4.108261408E0,3.281157911E-1,5.264209956E-2,9.854242325E0,9.859843962E0
4.110691148E0,3.209373355E-1,5.982056633E-2,9.844670296E0,9.850081853E0
4.113120939E0,3.376871049E-1,4.546362907E-2,9.837491989E0,9.843391090E0
4.115550731E0,3.233301640E-1,3.110669367E-2,9.839884758E0,9.845244643E0
4.117980470E0,3.305086195E-1,5.264209956E-2,9.847063065E0,9.852748760E0
4.120410262E0,3.089732230E-1,5.264209956E-2,9.835099220E0,9.840092089E0
4.122840054E0,3.257229924E-1,4.785645381E-2,9.835099220E0,9.840607826E0
4.125269845E0,3.209373355E-1,5.024927482E-2,9.835099220E0,9.840462511E0
4.127699585E0,3.352942765E-1,6.460621208E-2,9.842277527E0,9.848198979E0
4.130129377E0,3.305086195E-1,4.307080805E-2,9.849455833E0,9.855093671E0
4.132559116E0,3.329014480E-1,2.871387079E-2,9.851848602E0,9.857513314E0
4.134988908E0,3.376871049E-1,4.785645381E-2,9.839884758E0,9.845793765E0
4.137418700E0,3.329014480E-1,5.264209956E-2,9.837491989E0,9.843263849E0
4.139848439E0,3.209373355E-1,5.503492057E-2,9.837491989E0,9.842879571E0
4.142278231E0,3.281157911E-1,4.546362907E-2,9.837491989E0,9.843067385E0
4.144708023E0,3.209373355E-1,4.307080805E-2,9.844670296E0,9.849994371E0
4.147137762E0,3.209373355E-1,5.264209956E-2,9.851848602E0,9.857215268E0
4.149567554E0,3.161516786E-1,5.503492057E-2,9.835099220E0,9.840333196E0
4.151997345E0,3.209373355E-1,5.982056633E-2,9.847063065E0,9.852473307E0
4.154427085E0,3.233301640E-1,4.067798331E-2,9.844670296E0,9.850062453E0
4.156856877E0,3.329014480E-1,3.110669367E-2,9.844670296E0,9.850346402E0
4.159286668E0,3.329014480E-1,4.307080805E-2,9.844670296E0,9.850391449E0
4.161716408E0,3.233301640E-1,5.742774159E-2,9.835099220E0,9.840580116E0
4.164146200E0,3.257229924E-1,5.742774159E-2,9.842277527E0,9.847833281E0
4.166575991E0,3.257229924E-1,2.871387079E-2,9.837491989E0,9.842924799E0
4.169005731E0,3.281157911E-1,3.110669367E-2,9.835099220E0,9.840620116E0
4.171435523E0,3.161516786E-1,3.349951655E-2,9.837491989E0,9.842627837E0
4.173865314E0,3.233301640E-1,2.871387079E-2,9.835099220E0,9.840454438E0
4.176295054E0,3.257229924E-1,3.828516230E-2,9.844670296E0,9.850131697E0
4.178724845E0,3.209373355E-1,3.110669367E-2,9.839884758E0,9.845166350E0
4.181154637E0,3.257229924E-1,5.742774159E-2,9.839884758E0,9.845441862E0
4.183584377E0,3.209373355E-1,3.589234129E-2,9.837491989E0,9.842791152E0
4.186014168E0,3.233301640E-1,4.307080805E-2,9.844670296E0,9.850072625E0
4.188443908E0,3.305086195E-1,4.067798331E-2,9.847063065E0,9.852692101E0
4.190873700E0,3.209373355E-1,3.828516230E-2,9.856635094E0,9.861932970E0
4.193303491E0,3.233301640E-1,4.785645381E-2,9.851848602E0,9.857269070E0
4.195733283E0,3.137588799E-1,3.828516230E-2,9.847063065E0,9.852134864E0
4.198163023E0,3.185445070E-1,5.024927482E-2,9.844670296E0,9.849950702E0
4.200592814E0,3.281157911E-1,4.067798331E-2,9.837491989E0,9.843046444E0
4.203022554E0,3.185445070E-1,3.589234129E-2,9.847063065E0,9.852279425E0
4.205452345E0,3.137588799E-1,5.264209956E-2,9.842277527E0,9.847418075E0
4.207882137E0,3.233301640E-1,2.871387079E-2,9.856635094E0,9.861978617E0
4.210311877E0,3.137588799E-1,5.503492057E-2,9.851848602E0,9.856997228E0
4.212741668E0,3.233301640E-1,5.982056633E-2,9.839884758E0,9.845377237E0
4.215171460E0,3.257229924E-1,5.264209956E-2,9.837491989E0,9.843023687E0
4.217601200E0,3.281157911E-1,3.110669367E-2,9.844670296E0,9.850185827E0
4.220030991E0,3.257229924E-1,3.349951655E-2,9.839884758E0,9.845331368E0
4.222460783E0,3.281157911E-1,3.589234129E-2,9.832706451E0,9.838244985E0
4.224890523E0,3.329014480E-1,5.024927482E-2,9.839884758E0,9.845642712E0
4.227320314E0,3.305086195E-1,4.785645381E-2,9.849455833E0,9.855115748E0
4.229750106E0,3.281157911E-1,4.067798331E-2,9.854242325E0,9.859787344E0
4.232179845E0,3.352942765E-1,4.307080805E-2,9.859027863E0,9.864821729E0
4.234609637E0,3.400799036E-1,5.982056633E-2,9.856635094E0,9.862681593E0
4.237039429E0,3.424727321E-1,5.024927482E-2,9.844670296E0,9.850753565E0
4.239469168E0,3.305086195E-1,4.067798331E-2,9.842277527E0,9.847909299E0
4.241898960E0,3.281157911E-1,6.221338734E-2,9.839884758E0,9.845550392E0
4.244328752E0,3.185445070E-1,4.067798331E-2,9.847063065E0,9.852298021E0
4.246758491E0,3.161516786E-1,4.785645381E-2,9.837491989E0,9.842687172E0
4.249188283E0,3.257229924E-1,3.349951655E-2,9.837491989E0,9.842939923E0
4.251618075E0,3.400799036E-1,4.546362907E-2,9.837491989E0,9.843473468E0
4.254047814E0,3.376871049E-1,5.024927482E-2,9.849455833E0,9.855371012E0
4.256477606E0,3.329014480E-1,5.742774159E-2,9.842277527E0,9.848073326E0
4.258907345E0,3.400799036E-1,5.742774159E-2,9.837491989E0,9.843535997E0
4.261337137E0,3.400799036E-1,5.264209956E-2,9.844670296E0,9.850683162E0
4.263766929E0,3.520440459E-1,5.503492057E-2,9.847063065E0,9.853507743E0
4.266196668E0,3.329014480E-1,6.699903309E-2,9.842277527E0,9.848133791E0
4.268626460E0,3.185445070E-1,6.460621208E-2,9.849455833E0,9.854817339E0
4.271056252E0,3.137588799E-1,5.742774159E-2,9.847063065E0,9.852227848E0
4.273485991E0,3.233301640E-1,4.307080805E-2,9.847063065E0,9.852464082E0
4.275915783E0,3.209373355E-1,3.110669367E-2,9.847063065E0,9.852340808E0
4.278345575E0,3.209373355E-1,2.871387079E-2,9.851848602E0,9.857116523E0
4.280775314E0,3.305086195E-1,2.632104978E-2,9.851848602E0,9.857426116E0
4.283205106E0,3.257229924E-1,3.110669367E-2,9.847063065E0,9.852497861E0
4.285634898E0,3.209373355E-1,5.742774159E-2,9.842277527E0,9.847676154E0
4.288064637E0,3.089732230E-1,4.785645381E-2,9.839884758E0,9.844850773E0
4.290494429E0,3.352942765E-1,4.067798331E-2,9.837491989E0,9.843288352E0
4.292924220E0,3.305086195E-1,5.503492057E-2,9.849455833E0,9.855153221E0
4.295353960E0,3.376871049E-1,5.024927482E-2,9.854242325E0,9.860154632E0
4.297783752E0,3.400799036E-1,6.939185411E-2,9.839884758E0,9.846004348E0
4.300213543E0,3.185445070E-1,5.742774159E-2,9.837491989E0,9.842815511E0
4.302643283E0,3.041875660E-1,4.067798331E-2,9.837491989E0,9.842277857E0
4.305073075E0,3.209373355E-1,4.307080805E-2,9.839884758E0,9.845211421E0
4.307502866E0,3.257229924E-1,3.110669367E-2,9.842277527E0,9.847714964E0
4.309932606E0,3.281157911E-1,4.307080805E-2,9.837491989E0,9.843056624E0
4.312362398E0,3.281157911E-1,5.264209956E-2,9.842277527E0,9.847885970E0
4.314792137E0,3.209373355E-1,5.503492057E-2,9.847063065E0,9.852445413E0
